"mGene","hGene"
"ENSMUSG00000028702","Psun_G000004821"
"ENSMUSG00000028703","Psun_G000004822"
"ENSMUSG00000073774","Psun_G000004828"
"ENSMUSG00000028708","Psun_G000004831"
"ENSMUSG00000028709","Psun_G000004832"
"ENSMUSG00000028710","Psun_G000004835"
"ENSMUSG00000028546","Psun_G000004866"
"ENSMUSG00000085256","Psun_G000004868"
"ENSMUSG00000047143","Psun_G000004867"
"ENSMUSG00000055900","Psun_G000004811"
"ENSMUSG00000028696","Psun_G000004813"
"ENSMUSG00000028692","Psun_G000004807"
"ENSMUSG00000028693","Psun_G000004808"
"ENSMUSG00000034035","Psun_G000004809"
"ENSMUSG00000085408","Psun_G000004810"
"ENSMUSG00000059027","Psun_G000004870"
"ENSMUSG00000060491","Psun_G000004871"
"ENSMUSG00000028719","Psun_G000004851"
"ENSMUSG00000028718","Psun_G000004850"
"ENSMUSG00000028551","Psun_G000004869"
"ENSMUSG00000028568","Psun_G000004884"
"ENSMUSG00000111759","Psun_G000004880"
"ENSMUSG00000028567","Psun_G000004882"
"ENSMUSG00000034883","Psun_G000000733"
"ENSMUSG00000034557","Psun_G000004886"
"ENSMUSG00000063800","Psun_G000004891"
"ENSMUSG00000003810","Psun_G000004814"
"ENSMUSG00000028698","Psun_G000004816"
"ENSMUSG00000059816","Psun_G000004895"
"ENSMUSG00000048351","Psun_G000004896"
"ENSMUSG00000085549","Psun_G000004912"
"ENSMUSG00000028558","Psun_G000004876"
"ENSMUSG00000034762","Psun_G000004914"
"ENSMUSG00000028555","Psun_G000004874"
"ENSMUSG00000028610","Psun_G000004913"
"ENSMUSG00000028614","Psun_G000004916"
"ENSMUSG00000028713","Psun_G000004839"
"ENSMUSG00000028715","Psun_G000004842"
"ENSMUSG00000057375","Psun_G000004918"
"ENSMUSG00000089822","Psun_G000010049"
"ENSMUSG00000028544","Psun_G000004861"
"ENSMUSG00000101890","Psun_G000004855"
"ENSMUSG00000070868","Psun_G000004856"
"ENSMUSG00000083753","Psun_G000004857"
"ENSMUSG00000022305","Psun_G000015428"
"ENSMUSG00000049214","Psun_G000004860"
"ENSMUSG00000034401","Psun_G000004864"
"ENSMUSG00000034040","Psun_G000019905"
"ENSMUSG00000061887","Psun_G000004931"
"ENSMUSG00000058152","Psun_G000022729"
"ENSMUSG00000034636","Psun_G000004898"
"ENSMUSG00000034645","Psun_G000004900"
"ENSMUSG00000028622","Psun_G000004929"
"ENSMUSG00000047636","Psun_G000004925"
"ENSMUSG00000028621","Psun_G000004928"
"ENSMUSG00000028607","Psun_G000004908"
"ENSMUSG00000028608","Psun_G000004909"
"ENSMUSG00000028609","Psun_G000004910"
"ENSMUSG00000028613","Psun_G000004911"
"ENSMUSG00000034785","Psun_G000004919"
"ENSMUSG00000028617","Psun_G000004921"
"ENSMUSG00000028619","Psun_G000004924"
"ENSMUSG00000063172","Psun_G000004920"
"ENSMUSG00000117358","Psun_G000004922"
"ENSMUSG00000028618","Psun_G000004923"
"ENSMUSG00000085933","Psun_G000004948"
"ENSMUSG00000025418","Psun_G000004949"
"ENSMUSG00000044254","Psun_G000004950"
"ENSMUSG00000036257","Psun_G000000835"
"ENSMUSG00000028603","Psun_G000004903"
"ENSMUSG00000028600","Psun_G000004904"
"ENSMUSG00000008932","Psun_G000004907"
"ENSMUSG00000034926","Psun_G000004947"
"ENSMUSG00000085023","Psun_G000004945"
"ENSMUSG00000028552","Psun_G000004875"
"ENSMUSG00000035031","Psun_G000004960"
"ENSMUSG00000028080","Psun_G000014345"
"ENSMUSG00000029656","Psun_G000004961"
"ENSMUSG00000028519","Psun_G000004965"
"ENSMUSG00000035069","Psun_G000004967"
"ENSMUSG00000028559","Psun_G000004877"
"ENSMUSG00000003411","Psun_G000004879"
"ENSMUSG00000028521","Psun_G000004969"
"ENSMUSG00000028522","Psun_G000004970"
"ENSMUSG00000034853","Psun_G000004932"
"ENSMUSG00000034871","Psun_G000004934"
"ENSMUSG00000028524","Psun_G000004976"
"ENSMUSG00000085181","Psun_G000004975"
"ENSMUSG00000047502","Psun_G000004935"
"ENSMUSG00000025413","Psun_G000004936"
"ENSMUSG00000054362","Psun_G000004942"
"ENSMUSG00000043572","Psun_G000004940"
"ENSMUSG00000034919","Psun_G000004941"
"ENSMUSG00000102805","Psun_G000014329"
"ENSMUSG00000028527","Psun_G000004990"
"ENSMUSG00000035212","Psun_G000004988"
"ENSMUSG00000028525","Psun_G000004978"
"ENSMUSG00000035305","Psun_G000004995"
"ENSMUSG00000035275","Psun_G000004993"
"ENSMUSG00000117438","Psun_G000005002"
"ENSMUSG00000028518","Psun_G000004957"
"ENSMUSG00000078612","Psun_G000004958"
"ENSMUSG00000104479","Psun_G000005003"
"ENSMUSG00000028545","Psun_G000004865"
"ENSMUSG00000028601","Psun_G000004901"
"ENSMUSG00000035126","Psun_G000004972"
"ENSMUSG00000066090","Psun_G000004973"
"ENSMUSG00000028523","Psun_G000004974"
"ENSMUSG00000039130","Psun_G000008683"
"ENSMUSG00000062590","Psun_G000010341"
"ENSMUSG00000026117","Psun_G000001876"
"ENSMUSG00000057722","Psun_G000004987"
"ENSMUSG00000087332","Psun_G000005001"
"ENSMUSG00000028565","Psun_G000005019"
"ENSMUSG00000048747","Psun_G000005020"
"ENSMUSG00000028530","Psun_G000004991"
"ENSMUSG00000035407","Psun_G000005010"
"ENSMUSG00000087166","Psun_G000005011"
"ENSMUSG00000028514","Psun_G000004955"
"ENSMUSG00000028578","Psun_G000005035"
"ENSMUSG00000085931","Psun_G000005037"
"ENSMUSG00000028573","Psun_G000005027"
"ENSMUSG00000008489","Psun_G000005039"
"ENSMUSG00000070923","Psun_G000005047"
"ENSMUSG00000097078","Psun_G000005052"
"ENSMUSG00000073802","Psun_G000005042"
"ENSMUSG00000024400","Psun_G000003627"
"ENSMUSG00000028597","Psun_G000004894"
"ENSMUSG00000094958","Psun_G000009969"
"ENSMUSG00000028582","Psun_G000004888"
"ENSMUSG00000084968","Psun_G000004890"
"ENSMUSG00000034610","Psun_G000004893"
"ENSMUSG00000062937","Psun_G000005044"
"ENSMUSG00000028528","Psun_G000004989"
"ENSMUSG00000028496","Psun_G000005057"
"ENSMUSG00000062627","Psun_G000005028"
"ENSMUSG00000025240","Psun_G000005029"
"ENSMUSG00000095896","Psun_G000005049"
"ENSMUSG00000095498","Psun_G000005050"
"ENSMUSG00000100079","Psun_G000005053"
"ENSMUSG00000073811","Psun_G000005051"
"ENSMUSG00000028492","Psun_G000005066"
"ENSMUSG00000037996","Psun_G000005060"
"ENSMUSG00000029108","Psun_G000011421"
"ENSMUSG00000038007","Psun_G000005061"
"ENSMUSG00000028563","Psun_G000005018"
"ENSMUSG00000038070","Psun_G000005070"
"ENSMUSG00000028487","Psun_G000005075"
"ENSMUSG00000043753","Psun_G000005041"
"ENSMUSG00000066113","Psun_G000005068"
"ENSMUSG00000028549","Psun_G000004998"
"ENSMUSG00000067261","Psun_G000005000"
"ENSMUSG00000025791","Psun_G000004996"
"ENSMUSG00000073792","Psun_G000004999"
"ENSMUSG00000052407","Psun_G000005078"
"ENSMUSG00000008575","Psun_G000005089"
"ENSMUSG00000049799","Psun_G000005033"
"ENSMUSG00000028577","Psun_G000005034"
"ENSMUSG00000006386","Psun_G000005031"
"ENSMUSG00000028576","Psun_G000005032"
"ENSMUSG00000028403","Psun_G000005088"
"ENSMUSG00000083899","Psun_G000005108"
"ENSMUSG00000028488","Psun_G000005069"
"ENSMUSG00000028532","Psun_G000004994"
"ENSMUSG00000028556","Psun_G000005007"
"ENSMUSG00000028560","Psun_G000005008"
"ENSMUSG00000063297","Psun_G000005117"
"ENSMUSG00000028497","Psun_G000005055"
"ENSMUSG00000038368","Psun_G000005056"
"ENSMUSG00000038024","Psun_G000005062"
"ENSMUSG00000008305","Psun_G000005119"
"ENSMUSG00000028484","Psun_G000005080"
"ENSMUSG00000028483","Psun_G000005081"
"ENSMUSG00000049122","Psun_G000005113"
"ENSMUSG00000028494","Psun_G000005064"
"ENSMUSG00000038047","Psun_G000005065"
"ENSMUSG00000038172","Psun_G000005082"
"ENSMUSG00000015224","Psun_G000005021"
"ENSMUSG00000052914","Psun_G000005022"
"ENSMUSG00000081225","Psun_G000005023"
"ENSMUSG00000028571","Psun_G000005024"
"ENSMUSG00000028572","Psun_G000005025"
"ENSMUSG00000044125","Psun_G000005026"
"ENSMUSG00000028399","Psun_G000013711"
"ENSMUSG00000028398","Psun_G000005109"
"ENSMUSG00000028397","Psun_G000005111"
"ENSMUSG00000082058","Psun_G000005105"
"ENSMUSG00000087608","Psun_G000005091"
"ENSMUSG00000084782","Psun_G000005139"
"ENSMUSG00000058809","Psun_G000005122"
"ENSMUSG00000039137","Psun_G000005144"
"ENSMUSG00000059049","Psun_G000005084"
"ENSMUSG00000038192","Psun_G000005086"
"ENSMUSG00000080776","Psun_G000011798"
"ENSMUSG00000059810","Psun_G000005159"
"ENSMUSG00000051675","Psun_G000005132"
"ENSMUSG00000028373","Psun_G000005133"
"ENSMUSG00000073821","Psun_G000005136"
"ENSMUSG00000050395","Psun_G000005138"
"ENSMUSG00000028356","Psun_G000005154"
"ENSMUSG00000028358","Psun_G000005157"
"ENSMUSG00000045917","Psun_G000005141"
"ENSMUSG00000039105","Psun_G000005142"
"ENSMUSG00000111655","Psun_G000021731"
"ENSMUSG00000058523","Psun_G000005180"
"ENSMUSG00000025780","Psun_G000023532"
"ENSMUSG00000028370","Psun_G000005134"
"ENSMUSG00000039158","Psun_G000005148"
"ENSMUSG00000028389","Psun_G000005182"
"ENSMUSG00000028386","Psun_G000005184"
"ENSMUSG00000038544","Psun_G000005191"
"ENSMUSG00000028383","Psun_G000005193"
"ENSMUSG00000063851","Psun_G000005171"
"ENSMUSG00000066149","Psun_G000005174"
"ENSMUSG00000109830","Psun_G000005175"
"ENSMUSG00000066148","Psun_G000005172"
"ENSMUSG00000073843","Psun_G000005189"
"ENSMUSG00000028385","Psun_G000005190"
"ENSMUSG00000028381","Psun_G000005197"
"ENSMUSG00000066151","Psun_G000005177"
"ENSMUSG00000066152","Psun_G000005178"
"ENSMUSG00000041333","Psun_G000005179"
"ENSMUSG00000027478","Psun_G000007369"
"ENSMUSG00000028394","Psun_G000005165"
"ENSMUSG00000028393","Psun_G000005166"
"ENSMUSG00000052387","Psun_G000012991"
"ENSMUSG00000038422","Psun_G000005168"
"ENSMUSG00000028391","Psun_G000005170"
"ENSMUSG00000028392","Psun_G000005169"
"ENSMUSG00000038668","Psun_G000005208"
"ENSMUSG00000005994","Psun_G000005094"
"ENSMUSG00000089945","Psun_G000005213"
"ENSMUSG00000052117","Psun_G000005212"
"ENSMUSG00000038598","Psun_G000005198"
"ENSMUSG00000038607","Psun_G000005200"
"ENSMUSG00000092345","Psun_G000005201"
"ENSMUSG00000028357","Psun_G000005153"
"ENSMUSG00000071379","Psun_G000003149"
"ENSMUSG00000045672","Psun_G000005151"
"ENSMUSG00000042700","Psun_G000000568"
"ENSMUSG00000038630","Psun_G000005203"
"ENSMUSG00000057280","Psun_G000005209"
"ENSMUSG00000028426","Psun_G000005226"
"ENSMUSG00000003032","Psun_G000005225"
"ENSMUSG00000028434","Psun_G000005217"
"ENSMUSG00000028382","Psun_G000005194"
"ENSMUSG00000060206","Psun_G000005229"
"ENSMUSG00000081400","Psun_G000005227"
"ENSMUSG00000117939","Psun_G000013847"
"ENSMUSG00000038764","Psun_G000005215"
"ENSMUSG00000043631","Psun_G000005224"
"ENSMUSG00000015242","Psun_G000005239"
"ENSMUSG00000028533","Psun_G000005038"
"ENSMUSG00000028412","Psun_G000005235"
"ENSMUSG00000028420","Psun_G000005231"
"ENSMUSG00000028417","Psun_G000005232"
"ENSMUSG00000028414","Psun_G000005233"
"ENSMUSG00000045589","Psun_G000005218"
"ENSMUSG00000055296","Psun_G000005220"
"ENSMUSG00000028307","Psun_G000005245"
"ENSMUSG00000036561","Psun_G000009642"
"ENSMUSG00000039653","Psun_G000005247"
"ENSMUSG00000060317","Psun_G000005248"
"ENSMUSG00000039693","Psun_G000005253"
"ENSMUSG00000054752","Psun_G000005234"
"ENSMUSG00000028348","Psun_G000005250"
"ENSMUSG00000028347","Psun_G000005252"
"ENSMUSG00000039740","Psun_G000005262"
"ENSMUSG00000053317","Psun_G000005261"
"ENSMUSG00000007613","Psun_G000005263"
"ENSMUSG00000063446","Psun_G000005249"
"ENSMUSG00000028345","Psun_G000005254"
"ENSMUSG00000066191","Psun_G000005266"
"ENSMUSG00000039579","Psun_G000005243"
"ENSMUSG00000028309","Psun_G000005244"
"ENSMUSG00000050812","Psun_G000005205"
"ENSMUSG00000087383","Psun_G000008531"
"ENSMUSG00000028343","Psun_G000005257"
"ENSMUSG00000028344","Psun_G000005256"
"ENSMUSG00000061455","Psun_G000005258"
"ENSMUSG00000028341","Psun_G000005260"
"ENSMUSG00000028402","Psun_G000005092"
"ENSMUSG00000030016","Psun_G000025588"
"ENSMUSG00000085990","Psun_G000005272"
"ENSMUSG00000039853","Psun_G000005274"
"ENSMUSG00000112614","Psun_G000005286"
"ENSMUSG00000038816","Psun_G000005221"
"ENSMUSG00000028431","Psun_G000005223"
"ENSMUSG00000038827","Psun_G000005222"
"ENSMUSG00000035551","Psun_G000005291"
"ENSMUSG00000035561","Psun_G000005293"
"ENSMUSG00000044813","Psun_G000005294"
"ENSMUSG00000045973","Psun_G000005295"
"ENSMUSG00000046079","Psun_G000005276"
"ENSMUSG00000028331","Psun_G000005277"
"ENSMUSG00000028333","Psun_G000005275"
"ENSMUSG00000035649","Psun_G000005310"
"ENSMUSG00000014030","Psun_G000005311"
"ENSMUSG00000015243","Psun_G000005236"
"ENSMUSG00000015247","Psun_G000005238"
"ENSMUSG00000049657","Psun_G000005304"
"ENSMUSG00000035637","Psun_G000005307"
"ENSMUSG00000035615","Psun_G000005300"
"ENSMUSG00000039809","Psun_G000005269"
"ENSMUSG00000039813","Psun_G000005270"
"ENSMUSG00000020964","Psun_G000000427"
"ENSMUSG00000028475","Psun_G000005324"
"ENSMUSG00000071001","Psun_G000005325"
"ENSMUSG00000028351","Psun_G000005129"
"ENSMUSG00000086364","Psun_G000005130"
"ENSMUSG00000039005","Psun_G000005131"
"ENSMUSG00000028322","Psun_G000005298"
"ENSMUSG00000035572","Psun_G000005296"
"ENSMUSG00000049811","Psun_G000011012"
"ENSMUSG00000035601","Psun_G000005299"
"ENSMUSG00000028478","Psun_G000005318"
"ENSMUSG00000070999","Psun_G000005319"
"ENSMUSG00000028480","Psun_G000005321"
"ENSMUSG00000035696","Psun_G000005316"
"ENSMUSG00000109724","Psun_G000005313"
"ENSMUSG00000035683","Psun_G000005315"
"ENSMUSG00000028479","Psun_G000005317"
"ENSMUSG00000028459","Psun_G000005347"
"ENSMUSG00000042788","Psun_G000005351"
"ENSMUSG00000038546","Psun_G000023208"
"ENSMUSG00000048232","Psun_G000005301"
"ENSMUSG00000028318","Psun_G000005303"
"ENSMUSG00000050141","Psun_G000005375"
"ENSMUSG00000094066","Psun_G000005376"
"ENSMUSG00000035539","Psun_G000005287"
"ENSMUSG00000069085","Psun_G000005288"
"ENSMUSG00000022285","Psun_G000015398"
"ENSMUSG00000004947","Psun_G000019835"
"ENSMUSG00000028329","Psun_G000005279"
"ENSMUSG00000035495","Psun_G000005283"
"ENSMUSG00000028330","Psun_G000005281"
"ENSMUSG00000028328","Psun_G000005284"
"ENSMUSG00000049470","Psun_G000016276"
"ENSMUSG00000078722","Psun_G000005377"
"ENSMUSG00000054885","Psun_G000005378"
"ENSMUSG00000071005","Psun_G000005379"
"ENSMUSG00000095234","Psun_G000005382"
"ENSMUSG00000073889","Psun_G000005383"
"ENSMUSG00000035969","Psun_G000005353"
"ENSMUSG00000028457","Psun_G000005354"
"ENSMUSG00000026017","Psun_G000010087"
"ENSMUSG00000036078","Psun_G000005386"
"ENSMUSG00000066224","Psun_G000005387"
"ENSMUSG00000028447","Psun_G000005388"
"ENSMUSG00000036073","Psun_G000005385"
"ENSMUSG00000073888","Psun_G000005381"
"ENSMUSG00000028369","Psun_G000005211"
"ENSMUSG00000043633","Psun_G000005329"
"ENSMUSG00000028470","Psun_G000005330"
"ENSMUSG00000066196","Psun_G000005331"
"ENSMUSG00000028468","Psun_G000005334"
"ENSMUSG00000078716","Psun_G000005328"
"ENSMUSG00000028469","Psun_G000005333"
"ENSMUSG00000028439","Psun_G000005392"
"ENSMUSG00000046312","Psun_G000005393"
"ENSMUSG00000028443","Psun_G000005394"
"ENSMUSG00000028435","Psun_G000005402"
"ENSMUSG00000028427","Psun_G000005404"
"ENSMUSG00000038351","Psun_G000016779"
"ENSMUSG00000028436","Psun_G000005397"
"ENSMUSG00000028467","Psun_G000005336"
"ENSMUSG00000028465","Psun_G000005338"
"ENSMUSG00000028464","Psun_G000005342"
"ENSMUSG00000051517","Psun_G000005344"
"ENSMUSG00000028460","Psun_G000005346"
"ENSMUSG00000028466","Psun_G000005337"
"ENSMUSG00000028463","Psun_G000005343"
"ENSMUSG00000046593","Psun_G000005420"
"ENSMUSG00000028413","Psun_G000005412"
"ENSMUSG00000028339","Psun_G000005264"
"ENSMUSG00000039774","Psun_G000005265"
"ENSMUSG00000028445","Psun_G000005390"
"ENSMUSG00000061322","Psun_G000005391"
"ENSMUSG00000028456","Psun_G000005360"
"ENSMUSG00000028476","Psun_G000005323"
"ENSMUSG00000028411","Psun_G000005416"
"ENSMUSG00000113711","Psun_G000005418"
"ENSMUSG00000028438","Psun_G000005395"
"ENSMUSG00000028437","Psun_G000005396"
"ENSMUSG00000028298","Psun_G000005433"
"ENSMUSG00000028312","Psun_G000005240"
"ENSMUSG00000039555","Psun_G000005241"
"ENSMUSG00000071014","Psun_G000005422"
"ENSMUSG00000028274","Psun_G000005449"
"ENSMUSG00000028433","Psun_G000005398"
"ENSMUSG00000028430","Psun_G000005401"
"ENSMUSG00000036241","Psun_G000005399"
"ENSMUSG00000033826","Psun_G000001631"
"ENSMUSG00000028410","Psun_G000005414"
"ENSMUSG00000043004","Psun_G000015710"
"ENSMUSG00000028292","Psun_G000005439"
"ENSMUSG00000028291","Psun_G000005441"
"ENSMUSG00000023267","Psun_G000005454"
"ENSMUSG00000040128","Psun_G000005450"
"ENSMUSG00000054679","Psun_G000005451"
"ENSMUSG00000036002","Psun_G000005361"
"ENSMUSG00000028455","Psun_G000005363"
"ENSMUSG00000028454","Psun_G000005365"
"ENSMUSG00000028453","Psun_G000005366"
"ENSMUSG00000028452","Psun_G000005368"
"ENSMUSG00000028451","Psun_G000005370"
"ENSMUSG00000036052","Psun_G000005371"
"ENSMUSG00000036062","Psun_G000005374"
"ENSMUSG00000086150","Psun_G000005463"
"ENSMUSG00000054659","Psun_G000005452"
"ENSMUSG00000028280","Psun_G000005453"
"ENSMUSG00000028416","Psun_G000005408"
"ENSMUSG00000028423","Psun_G000005406"
"ENSMUSG00000028419","Psun_G000005407"
"ENSMUSG00000030688","Psun_G000011802"
"ENSMUSG00000010066","Psun_G000018374"
"ENSMUSG00000028277","Psun_G000005455"
"ENSMUSG00000028278","Psun_G000005457"
"ENSMUSG00000058589","Psun_G000026712"
"ENSMUSG00000028289","Psun_G000005465"
"ENSMUSG00000112825","Psun_G000012977"
"ENSMUSG00000039967","Psun_G000005434"
"ENSMUSG00000022053","Psun_G000020675"
"ENSMUSG00000071015","Psun_G000005436"
"ENSMUSG00000028294","Psun_G000005437"
"ENSMUSG00000028293","Psun_G000005438"
"ENSMUSG00000040044","Psun_G000005440"
"ENSMUSG00000040183","Psun_G000005458"
"ENSMUSG00000045854","Psun_G000005459"
"ENSMUSG00000028300","Psun_G000005430"
"ENSMUSG00000024306","Psun_G000005431"
"ENSMUSG00000041135","Psun_G000005473"
"ENSMUSG00000028238","Psun_G000005484"
"ENSMUSG00000041153","Psun_G000005471"
"ENSMUSG00000048120","Psun_G000013140"
"ENSMUSG00000036822","Psun_G000005423"
"ENSMUSG00000099706","Psun_G000022810"
"ENSMUSG00000022770","Psun_G000002524"
"ENSMUSG00000031303","Psun_G000022594"
"ENSMUSG00000028222","Psun_G000005468"
"ENSMUSG00000037890","Psun_G000005470"
"ENSMUSG00000028223","Psun_G000005469"
"ENSMUSG00000029203","Psun_G000005494"
"ENSMUSG00000028284","Psun_G000005464"
"ENSMUSG00000044288","Psun_G000005445"
"ENSMUSG00000029204","Psun_G000005497"
"ENSMUSG00000020321","Psun_G000011025"
"ENSMUSG00000028121","Psun_G000014924"
"ENSMUSG00000029206","Psun_G000005503"
"ENSMUSG00000029223","Psun_G000005509"
"ENSMUSG00000037822","Psun_G000005493"
"ENSMUSG00000047454","Psun_G000000617"
"ENSMUSG00000029207","Psun_G000005507"
"ENSMUSG00000105558","Psun_G000017812"
"ENSMUSG00000031373","Psun_G000005511"
"ENSMUSG00000029205","Psun_G000005500"
"ENSMUSG00000070780","Psun_G000005501"
"ENSMUSG00000029195","Psun_G000005488"
"ENSMUSG00000047215","Psun_G000005489"
"ENSMUSG00000029201","Psun_G000005491"
"ENSMUSG00000050010","Psun_G000005521"
"ENSMUSG00000037685","Psun_G000005522"
"ENSMUSG00000028226","Psun_G000005476"
"ENSMUSG00000115536","Psun_G000005477"
"ENSMUSG00000028228","Psun_G000005479"
"ENSMUSG00000037720","Psun_G000005517"
"ENSMUSG00000022556","Psun_G000009276"
"ENSMUSG00000029211","Psun_G000005533"
"ENSMUSG00000005220","Psun_G000005537"
"ENSMUSG00000093400","Psun_G000005538"
"ENSMUSG00000029208","Psun_G000005526"
"ENSMUSG00000029158","Psun_G000005525"
"ENSMUSG00000029221","Psun_G000005518"
"ENSMUSG00000092060","Psun_G000005520"
"ENSMUSG00000067219","Psun_G000005543"
"ENSMUSG00000035455","Psun_G000011064"
"ENSMUSG00000043003","Psun_G000005115"
"ENSMUSG00000087194","Psun_G000015558"
"ENSMUSG00000029219","Psun_G000005549"
"ENSMUSG00000063935","Psun_G000005550"
"ENSMUSG00000028229","Psun_G000005480"
"ENSMUSG00000041058","Psun_G000005481"
"ENSMUSG00000036087","Psun_G000005548"
"ENSMUSG00000029153","Psun_G000005554"
"ENSMUSG00000072889","Psun_G000005541"
"ENSMUSG00000067220","Psun_G000005542"
"ENSMUSG00000035200","Psun_G000005540"
"ENSMUSG00000037736","Psun_G000005512"
"ENSMUSG00000012520","Psun_G000005515"
"ENSMUSG00000080969","Psun_G000005516"
"ENSMUSG00000051674","Psun_G000005559"
"ENSMUSG00000054892","Psun_G000005545"
"ENSMUSG00000029217","Psun_G000005546"
"ENSMUSG00000029152","Psun_G000005553"
"ENSMUSG00000049907","Psun_G000005567"
"ENSMUSG00000106943","Psun_G000005566"
"ENSMUSG00000054814","Psun_G000005564"
"ENSMUSG00000062110","Psun_G000005568"
"ENSMUSG00000035946","Psun_G000005573"
"ENSMUSG00000028287","Psun_G000005427"
"ENSMUSG00000029155","Psun_G000005562"
"ENSMUSG00000067206","Psun_G000005560"
"ENSMUSG00000029156","Psun_G000005561"
"ENSMUSG00000029154","Psun_G000005555"
"ENSMUSG00000029213","Psun_G000005535"
"ENSMUSG00000005672","Psun_G000005575"
"ENSMUSG00000029227","Psun_G000005569"
"ENSMUSG00000029228","Psun_G000005570"
"ENSMUSG00000037795","Psun_G000005496"
"ENSMUSG00000029233","Psun_G000005580"
"ENSMUSG00000002489","Psun_G000002861"
"ENSMUSG00000041052","Psun_G000005483"
"ENSMUSG00000029191","Psun_G000005487"
"ENSMUSG00000041817","Psun_G000008077"
"ENSMUSG00000029235","Psun_G000005584"
"ENSMUSG00000029236","Psun_G000005585"
"ENSMUSG00000068082","Psun_G000005524"
"ENSMUSG00000036285","Psun_G000005601"
"ENSMUSG00000075277","Psun_G000005599"
"ENSMUSG00000051056","Psun_G000005462"
"ENSMUSG00000058006","Psun_G000005460"
"ENSMUSG00000028282","Psun_G000005461"
"ENSMUSG00000062960","Psun_G000005578"
"ENSMUSG00000029209","Psun_G000005528"
"ENSMUSG00000001260","Psun_G000005531"
"ENSMUSG00000025900","Psun_G000010712"
"ENSMUSG00000000560","Psun_G000005532"
"ENSMUSG00000087431","Psun_G000005605"
"ENSMUSG00000029253","Psun_G000005608"
"ENSMUSG00000029202","Psun_G000005495"
"ENSMUSG00000029247","Psun_G000005593"
"ENSMUSG00000036323","Psun_G000005594"
"ENSMUSG00000086632","Psun_G000005595"
"ENSMUSG00000029248","Psun_G000005596"
"ENSMUSG00000059325","Psun_G000005598"
"ENSMUSG00000029231","Psun_G000005574"
"ENSMUSG00000046808","Psun_G000005536"
"ENSMUSG00000029288","Psun_G000005642"
"ENSMUSG00000029286","Psun_G000005643"
"ENSMUSG00000067149","Psun_G000005644"
"ENSMUSG00000101795","Psun_G000005641"
"ENSMUSG00000082964","Psun_G000005604"
"ENSMUSG00000057378","Psun_G000006824"
"ENSMUSG00000029249","Psun_G000005600"
"ENSMUSG00000036256","Psun_G000005603"
"ENSMUSG00000036377","Psun_G000005589"
"ENSMUSG00000055923","Psun_G000005591"
