Geneid,Chr,chr,Mouse_ID,Gene_name,Start,End,Length
Psun_G000000233,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021187,Tc2n,9776550,9776565,4649
Psun_G000000234,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000022197,Pdzd2,9854500,9854694,384
Psun_G000000235,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,9855447,9855538,285
Psun_G000000236,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,9856230,9856291,426
Psun_G000000237,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000011158,Brf1,9859949,9860257,528
Psun_G000000238,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000011158,Brf1,9860606,9860643,2646
Psun_G000000239,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000011158,Brf1,9878571,9881640,9056
Psun_G000000240,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021143,Pacs2,9938583,9938714,1182
Psun_G000000241,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021143,Pacs2,9953514,9953531,918
Psun_G000000242,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021143,Pacs2,9956890,9956965,2666
Psun_G000000243,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021143,Pacs2,9963184,9963227,351
Psun_G000000244,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,9979463,9979774,312
Psun_G000000245,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021144,Mta1,9995500,9995527,1974
Psun_G000000246,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,10019397,10019472,522
Psun_G000000247,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021144,Mta1,10020093,10020207,198
Psun_G000000248,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021144,Mta1,10020883,10021006,672
Psun_G000000249,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021144,Mta1,10022187,10022231,255
Psun_G000000250,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000006356,Crip2,10027450,10027785,879
Psun_G000000251,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000037466,Tedc1,10031197,10031271,1805
Psun_G000000252,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000037466,Tedc1,10036052,10037677,2175
Psun_G000000253,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000049036,Tmem121,10046735,10046877,234
Psun_G000000254,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000049036,Tmem121,10049155,10050111,957
Psun_G000000255,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095079,Igha,10094468,10094664,2037
Psun_G000000256,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000087642,#N/A,10104264,10104347,1488
Psun_G000000257,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,10124804,10125247,462
Psun_G000000258,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076612,Ighg2c,10128913,10130036,2267
Psun_G000000259,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076614,Ighg1,10135788,10135881,942
Psun_G000000260,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076612,Ighg2c,10171825,10173134,2420
Psun_G000000261,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,10178158,10178295,937
Psun_G000000262,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024242,Map4k3,10213281,10213980,1546
Psun_G000000263,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076617,Ighm,10226093,10226094,1543
Psun_G000000264,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025040,Fundc1,10261941,10262087,648
Psun_G000000265,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000020075,Ddx21,10316068,10316235,1236
Psun_G000000266,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000087582,Ighv6-7,10341729,10343334,1931
Psun_G000000267,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,10348238,10348268,330
Psun_G000000268,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,10369313,10369748,930
Psun_G000000269,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096498,Ighv2-5,10398866,10399239,879
Psun_G000000270,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000094164,Ighv2-3,10424942,10425313,1158
Psun_G000000271,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096638,Ighv2-9,10431674,10431856,438
Psun_G000000272,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,10437282,10437482,432
Psun_G000000273,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095571,Ighv5-17,10437953,10438003,342
Psun_G000000274,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096638,Ighv2-9,10453359,10453672,1582
Psun_G000000275,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000094164,Ighv2-3,10486531,10486654,288
Psun_G000000276,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096498,Ighv2-5,10503545,10503858,426
Psun_G000000277,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096638,Ighv2-9,10527725,10528107,846
Psun_G000000278,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095571,Ighv5-17,10538806,10538942,996
Psun_G000000279,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096498,Ighv2-5,10562365,10562470,1668
Psun_G000000280,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,10571785,10571877,234
Psun_G000000281,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095571,Ighv5-17,10603319,10603544,1685
Psun_G000000282,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095210,#N/A,10603352,10603483,726
Psun_G000000283,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000094164,Ighv2-3,10623477,10623674,372
Psun_G000000284,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096498,Ighv2-5,10642406,10642458,346
Psun_G000000285,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096638,Ighv2-9,10675261,10675325,445
Psun_G000000286,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096824,Ighv2-7,10678078,10678217,1146
Psun_G000000287,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021583,Erap1,10697116,10697501,1080
Psun_G000000288,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096638,Ighv2-9,10741194,10741507,807
Psun_G000000289,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096824,Ighv2-7,10751607,10751724,384
Psun_G000000290,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096638,Ighv2-9,10794446,10794831,621
Psun_G000000291,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000094164,Ighv2-3,10800688,10800792,504
Psun_G000000292,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,10817634,10817842,255
Psun_G000000293,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096638,Ighv2-9,10821206,10821588,1474
Psun_G000000294,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095429,#N/A,10824942,10825098,477
Psun_G000000295,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095571,Ighv5-17,10849835,10850385,1170
Psun_G000000296,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095571,Ighv5-17,10850097,10850168,228
Psun_G000000297,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,10868758,10868822,198
Psun_G000000298,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,10880282,10880604,447
Psun_G000000299,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096074,Ighv1-72,10901416,10901896,1250
Psun_G000000300,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095565,Ighv2-9-1,10922702,10922797,474
Psun_G000000301,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076674,#N/A,10929692,10929757,375
Psun_G000000302,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000102364,Ighv8-5,10939351,10939544,476
Psun_G000000303,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095700,Ighv10-3,10956907,10957268,879
Psun_G000000304,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095589,#N/A,10976913,10977250,789
Psun_G000000305,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000094088,#N/A,11011484,11011800,1012
Psun_G000000306,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000035919,Bbs9,11011726,11011776,306
Psun_G000000307,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11020625,11020729,237
Psun_G000000308,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041229,Phf8,11028971,11029044,444
Psun_G000000309,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000102364,Ighv8-5,11042471,11042705,363
Psun_G000000310,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096074,Ighv1-72,11048289,11048429,644
Psun_G000000311,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076672,Ighv3-6,11066625,11066763,243
Psun_G000000312,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000094940,#N/A,11071157,11071285,1172
Psun_G000000313,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000113216,#N/A,11075588,11075717,294
Psun_G000000314,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11113065,11113199,237
Psun_G000000315,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000047094,#N/A,11114962,11115066,198
Psun_G000000316,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11123285,11123439,579
Psun_G000000317,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041439,Mfsd6,11133185,11133328,356
Psun_G000000318,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000116799,#N/A,11156672,11156713,954
Psun_G000000319,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11200304,11200635,427
Psun_G000000320,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000102601,#N/A,11214110,11214279,1233
Psun_G000000321,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000105605,Ighv1-86,11253450,11253550,324
Psun_G000000322,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095571,Ighv5-17,11260361,11260764,507
Psun_G000000323,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096407,#N/A,11276870,11277070,267
Psun_G000000324,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000093896,#N/A,11295540,11295718,260
Psun_G000000325,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000094088,#N/A,11296525,11296988,1105
Psun_G000000326,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11313785,11314143,405
Psun_G000000327,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11319976,11320063,474
Psun_G000000328,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11326354,11326673,366
Psun_G000000329,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11349574,11349742,316
Psun_G000000330,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000093894,#N/A,11373173,11373606,480
Psun_G000000331,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095429,#N/A,11380658,11380865,703
Psun_G000000332,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076680,#N/A,11381732,11382014,393
Psun_G000000333,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076680,#N/A,11386836,11387233,408
Psun_G000000334,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000062209,Erbb4,11391847,11391974,363
Psun_G000000335,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000093894,#N/A,11405876,11406068,570
Psun_G000000336,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000093896,#N/A,11427694,11427955,1530
Psun_G000000337,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000096452,Ighv1-77,11427811,11428032,657
Psun_G000000338,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095589,#N/A,11466465,11466749,1200
Psun_G000000339,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000094088,#N/A,11491953,11492058,1392
Psun_G000000340,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095589,#N/A,11550847,11551253,1158
Psun_G000000341,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095589,#N/A,11576995,11577359,1373
Psun_G000000342,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11577281,11577384,372
Psun_G000000343,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076677,#N/A,11634879,11635210,522
Psun_G000000344,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000102364,Ighv8-5,11643220,11643262,1404
Psun_G000000345,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095200,#N/A,11667521,11667931,411
Psun_G000000346,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11680255,11680358,505
Psun_G000000347,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000095589,#N/A,11687261,11687729,1332
Psun_G000000348,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076731,#N/A,11713238,11713671,570
Psun_G000000349,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000102364,Ighv8-5,11718862,11718907,1113
Psun_G000000350,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076676,Ighv12-3,11719074,11719233,396
Psun_G000000351,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000076674,#N/A,11741848,11742257,453
Psun_G000000352,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,11742405,11742425,342
Psun_G000000353,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000042063,Zfp386,11764076,11764619,2523
Psun_G000000354,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000011171,Vipr2,11854923,11854949,2638
Psun_G000000355,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000042050,Wdr60,11910687,11911627,4822
Psun_G000000356,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021171,Esyt2,11971333,11971484,5825
Psun_G000000357,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000042029,Ncapg2,12055596,12055697,5798
Psun_G000000358,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,12122427,12123113,900
Psun_G000000359,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000056553,Ptprn2,12521757,12522628,1069
Psun_G000000360,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000099907,#N/A,12622394,12625413,3154
Psun_G000000361,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000058444,Map2k5,12758170,12758373,327
Psun_G000000362,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,12857985,12858010,250
Psun_G000000363,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000030788,Rnf141,12970970,12971092,638
Psun_G000000364,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041992,Rapgef5,13096540,13096662,306
Psun_G000000365,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041992,Rapgef5,13118103,13118255,1053
Psun_G000000366,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,13153414,13153623,756
Psun_G000000367,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13245167,13245171,2562
Psun_G000000368,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13262625,13263703,3570
Psun_G000000369,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13329248,13329374,555
Psun_G000000370,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13346069,13346221,765
Psun_G000000371,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13382193,13382339,441
Psun_G000000372,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13386129,13386302,1374
Psun_G000000373,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13404831,13404875,201
Psun_G000000374,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13413551,13413602,336
Psun_G000000375,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13418014,13418069,201
Psun_G000000376,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13420967,13421053,936
Psun_G000000377,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13484774,13484896,1494
Psun_G000000378,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000018581,Dnah11,13527597,13527890,2115
Psun_G000000379,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025323,Sp4,13628206,13629878,2077
Psun_G000000380,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000072791,#N/A,14141351,14141548,1308
Psun_G000000381,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000072791,#N/A,14176543,14176683,1914
Psun_G000000382,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025321,Itgb8,14372586,14377851,7249
Psun_G000000383,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041886,Macc1,14622815,14622975,2389
Psun_G000000384,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000048004,Tmem196,14894230,14894484,2966
Psun_G000000385,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000003778,Brd8,14945001,14945267,276
Psun_G000000386,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000003778,Brd8,14945527,14945692,432
Psun_G000000387,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000003778,Brd8,14946139,14946495,823
Psun_G000000388,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000047014,#N/A,14963480,14963638,558
Psun_G000000389,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000073896,#N/A,14973081,14973238,606
Psun_G000000390,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000105540,#N/A,15007181,15007378,651
Psun_G000000391,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000105540,#N/A,15008215,15008378,303
Psun_G000000392,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000097121,#N/A,15080243,15080632,390
Psun_G000000393,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041846,Ppp4r3a,15081103,15081244,3592
Psun_G000000394,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000097160,#N/A,15166977,15166982,4572
Psun_G000000395,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021182,Ccdc88c,15228616,15228808,666
Psun_G000000396,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021182,Ccdc88c,15231924,15232038,1536
Psun_G000000397,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,15238819,15238822,354
Psun_G000000398,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,15239684,15239872,1023
Psun_G000000399,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021185,Dglucy,15273747,15275188,3082
Psun_G000000400,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021180,Rps6ka5,15519944,15519954,3871
Psun_G000000401,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000029499,Pxmp2,15623861,15624284,783
Psun_G000000402,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000033530,Ttc7b,15717071,15717168,1017
Psun_G000000403,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000001175,Calm1,15846958,15850487,4494
Psun_G000000404,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021179,Nrde2,15896115,15896415,3620
Psun_G000000405,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021178,Psmc1,15932504,15932817,1572
Psun_G000000406,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000113268,#N/A,15963465,15963524,381
Psun_G000000407,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021177,Tdp1,16110558,16110740,1889
Psun_G000000408,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000099564,Gm28729,16298747,16298927,432
Psun_G000000409,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000114021,#N/A,16963330,16963458,708
Psun_G000000410,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021013,Ttc8,16982300,16982416,1803
Psun_G000000411,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021013,Ttc8,17016766,17016855,486
Psun_G000000412,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000051166,Eml5,17104606,17104764,4056
Psun_G000000413,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021012,Zc3h14,17160923,17160938,2097
Psun_G000000414,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021009,Ptpn21,17223760,17223770,5377
Psun_G000000415,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021007,Spata7,17273969,17274676,1958
Psun_G000000416,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000033854,Kcnk10,17348535,17348633,381
Psun_G000000417,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000033854,Kcnk10,17461570,17461756,951
Psun_G000000418,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000112510,#N/A,17468508,17468522,408
Psun_G000000419,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000112510,#N/A,17623693,17625514,1822
Psun_G000000420,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021886,Gpr65,17625539,17625550,330
Psun_G000000421,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021003,Galc,17639543,17639554,1767
Psun_G000000422,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021003,Galc,17672842,17672895,774
Psun_G000000423,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,17682437,17682476,306
Psun_G000000424,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000047414,Flrt2,18085114,18085170,1989
Psun_G000000425,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000020964,Sel1l,23084242,23084311,288
Psun_G000000426,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000020964,Sel1l,23100638,23100809,2049
Psun_G000000427,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000020964,Sel1l,23124956,23125206,285
Psun_G000000428,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000020961,Ston2,23188981,23189068,441
Psun_G000000429,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000020961,Ston2,23276845,23279086,2529
Psun_G000000430,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000020961,Ston2,23287116,23287130,261
Psun_G000000431,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000020962,Gtf2a1,23329567,23329644,5545
Psun_G000000432,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000020963,Tshr,23376699,23380146,3813
Psun_G000000433,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000020963,Tshr,23398299,23398374,303
Psun_G000000434,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000061533,Cep128,23585579,23585929,1167
Psun_G000000435,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000061533,Cep128,23591707,23591802,960
Psun_G000000436,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000097071,#N/A,23674623,23674988,1089
Psun_G000000437,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000061533,Cep128,23794705,23794876,1216
Psun_G000000438,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000007682,Dio2,24030810,24031876,1571
Psun_G000000439,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000066392,Nrxn3,24383511,24386887,4236
Psun_G000000440,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000066392,Nrxn3,25153313,25153546,949
Psun_G000000441,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000066392,Nrxn3,25456946,25457107,546
Psun_G000000442,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,26100892,26101014,300
Psun_G000000443,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,26101942,26102075,495
Psun_G000000444,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,26104462,26104889,492
Psun_G000000445,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,26105127,26105219,588
Psun_G000000446,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,26106215,26106448,306
Psun_G000000447,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021044,Adck1,26107103,26107274,1663
Psun_G000000448,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000113434,#N/A,26190502,26190624,357
Psun_G000000449,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021039,Snw1,26225953,26226598,2587
Psun_G000000450,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021039,Snw1,26252589,26253574,1816
Psun_G000000451,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000079036,Alkbh1,26258983,26259367,1414
Psun_G000000452,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024357,#N/A,26279017,26279089,358
Psun_G000000453,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021036,Sptlc2,26342848,26343002,936
Psun_G000000454,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000050671,Ism2,26390672,26390865,1541
Psun_G000000455,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,26406504,26406539,462
Psun_G000000456,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021037,Ahsa1,26410738,26411154,1954
Psun_G000000457,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021037,Ahsa1,26417825,26419201,1896
Psun_G000000458,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021038,Vipas39,26430641,26430643,3557
Psun_G000000459,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000035506,Slc12a8,26446584,26446646,1239
Psun_G000000460,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000090812,#N/A,26471858,26472602,3607
Psun_G000000461,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000034111,Tmed8,26500912,26500996,866
Psun_G000000462,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,26511162,26511361,492
Psun_G000000463,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000034111,Tmed8,26512011,26512017,195
